iteration,learning_rate,success,test,db,tag
78,0.5,92.71698166481555,train,iris,shuffle
78,0.5,93.2696994362842,test,iris,shuffle
79,0.5,92.75819211550026,train,iris,shuffle
79,0.5,93.31018666361437,test,iris,shuffle
80,0.5,92.79826260248363,train,iris,shuffle
80,0.5,93.34934963311186,test,iris,shuffle
81,0.5,92.83724415562732,train,iris,shuffle
81,0.5,93.38724667458943,test,iris,shuffle
82,0.5,92.87518528871277,train,iris,shuffle
82,0.5,93.42393383022844,test,iris,shuffle
83,0.5,92.91213210075702,train,iris,shuffle
83,0.5,93.45946490718012,test,iris,shuffle
84,0.5,92.94812837707168,train,iris,shuffle
84,0.5,93.49389153413047,test,iris,shuffle
85,0.5,92.98321568950382,train,iris,shuffle
85,0.5,93.52726322104189,test,iris,shuffle
86,0.5,93.01743349536471,train,iris,shuffle
86,0.5,93.55962742135037,test,iris,shuffle
87,0.5,93.05081923461907,train,iris,shuffle
87,0.5,93.5910295959618,test,iris,shuffle
88,0.5,93.083408424971,train,iris,shuffle
88,0.5,93.62151327845507,test,iris,shuffle
89,0.5,93.11523475454415,train,iris,shuffle
89,0.5,93.6511201409625,test,iris,shuffle
90,0.5,93.1463301719099,train,iris,shuffle
90,0.5,93.67989006025739,test,iris,shuffle
91,0.5,93.17672497326976,train,iris,shuffle
91,0.5,93.70786118363603,test,iris,shuffle
92,0.5,93.20644788664532,train,iris,shuffle
92,0.5,93.7350699942354,test,iris,shuffle
93,0.5,93.23552615297153,train,iris,shuffle
93,0.5,93.7615513754778,test,iris,shuffle
94,0.5,93.2639856040264,train,iris,shuffle
94,0.5,93.78733867438082,test,iris,shuffle
95,0.5,93.2918507371627,train,iris,shuffle
95,0.5,93.81246376351393,test,iris,shuffle
96,0.5,93.31914478683626,train,iris,shuffle
96,0.5,93.83695710142248,test,iris,shuffle
97,0.5,93.34588979294813,train,iris,shuffle
97,0.5,93.86084779137586,test,iris,shuffle
98,0.5,93.37210666603937,train,iris,shuffle
98,0.5,93.88416363832877,test,iris,shuffle
99,0.5,93.3978152493931,train,iris,shuffle
99,0.5,93.90693120401376,test,iris,shuffle
100,0.5,93.42303437811202,train,iris,shuffle
100,0.5,93.92917586010856,test,iris,shuffle
101,0.5,93.44778193525109,train,iris,shuffle
101,0.5,93.95092183944537,test,iris,shuffle
102,0.5,93.47207490509237,train,iris,shuffle
102,0.5,93.97219228524796,test,iris,shuffle
103,0.5,93.49592942365649,train,iris,shuffle
103,0.5,93.99300929840089,test,iris,shuffle
104,0.5,93.51936082654835,train,iris,shuffle
104,0.5,94.01339398276903,test,iris,shuffle
105,0.5,93.54238369423878,train,iris,shuffle
105,0.5,94.03336648859867,test,iris,shuffle
106,0.5,93.56501189488496,train,iris,shuffle
106,0.5,94.05294605404129,test,iris,shuffle
107,0.5,93.58725862479271,train,iris,shuffle
107,0.5,94.07215104485024,test,iris,shuffle
108,0.5,93.60913644662396,train,iris,shuffle
108,0.5,94.09099899230665,test,iris,shuffle
109,0.5,93.63065732545147,train,iris,shuffle
109,0.5,94.1095066294364,test,iris,shuffle
110,0.5,93.65183266276085,train,iris,shuffle
110,0.5,94.12768992558368,test,iris,shuffle
111,0.5,93.67267332849877,train,iris,shuffle
111,0.5,94.14556411940923,test,iris,shuffle
112,0.5,93.69318969126265,train,iris,shuffle
112,0.5,94.16314375038252,test,iris,shuffle
113,0.5,93.71339164672526,train,iris,shuffle
113,0.5,94.1804426888379,test,iris,shuffle
114,0.5,93.73328864438473,train,iris,shuffle
114,0.5,94.19747416466441,test,iris,shuffle
115,0.5,93.75288971272681,train,iris,shuffle
115,0.5,94.21425079469735,test,iris,shuffle
116,0.5,93.77220348288388,train,iris,shuffle
116,0.5,94.23078460887903,test,iris,shuffle
117,0.5,93.79123821087155,train,iris,shuffle
117,0.5,94.24708707525316,test,iris,shuffle
118,0.5,93.81000179848066,train,iris,shuffle
118,0.5,94.26316912385526,test,iris,shuffle
119,0.5,93.82850181289936,train,iris,shuffle
119,0.5,94.27904116955888,test,iris,shuffle
120,0.5,93.84674550513694,train,iris,shuffle
120,0.5,94.29471313393418,test,iris,shuffle
121,0.5,93.86473982731742,train,iris,shuffle
121,0.5,94.31019446617256,test,iris,shuffle
122,0.5,93.88249144890874,train,iris,shuffle
122,0.5,94.32549416312769,test,iris,shuffle
123,0.5,93.90000677194953,train,iris,shuffle
123,0.5,94.34062078852047,test,iris,shuffle
124,0.5,93.91729194533329,train,iris,shuffle
124,0.5,94.35558249135202,test,iris,shuffle
125,0.5,93.93435287820613,train,iris,shuffle
125,0.5,94.37038702356594,test,iris,shuffle
126,0.5,93.95119525253237,train,iris,shuffle
126,0.5,94.38504175699816,test,iris,shuffle
127,0.5,93.9678245348789,train,iris,shuffle
127,0.5,94.39955369964966,test,iris,shuffle
128,0.5,93.98424598746679,train,iris,shuffle
128,0.5,94.41392951131517,test,iris,shuffle
129,0.5,94.00046467853643,train,iris,shuffle
129,0.5,94.42817551859787,test,iris,shuffle
130,0.5,94.01648549206938,train,iris,shuffle
130,0.5,94.44229772933824,test,iris,shuffle
131,0.5,94.03231313690836,train,iris,shuffle
131,0.5,94.45630184648297,test,iris,shuffle
132,0.5,94.04795215531436,train,iris,shuffle
132,0.5,94.47019328141762,test,iris,shuffle
133,0.5,94.06340693099725,train,iris,shuffle
133,0.5,94.48397716678541,test,iris,shuffle
134,0.5,94.07868169665483,train,iris,shuffle
134,0.5,94.4976583688122,test,iris,shuffle
135,0.5,94.09378054105275,train,iris,shuffle
135,0.5,94.5112414991573,test,iris,shuffle
136,0.5,94.10870741567578,train,iris,shuffle
136,0.5,94.52473092630697,test,iris,shuffle
137,0.5,94.12346614097945,train,iris,shuffle
137,0.5,94.538130786528,test,iris,shuffle
138,0.5,94.13806041226884,train,iris,shuffle
138,0.5,94.55144499439626,test,iris,shuffle
139,0.5,94.15249380522988,train,iris,shuffle
139,0.5,94.56467725291512,test,iris,shuffle
140,0.5,94.16676978113678,train,iris,shuffle
140,0.5,94.5778310632375,test,iris,shuffle
141,0.5,94.18089169175772,train,iris,shuffle
141,0.5,94.59090973400458,test,iris,shuffle
142,0.5,94.19486278397949,train,iris,shuffle
142,0.5,94.60391639031383,test,iris,shuffle
143,0.5,94.20868620417022,train,iris,shuffle
143,0.5,94.61685398232818,test,iris,shuffle
144,0.5,94.22236500229853,train,iris,shuffle
144,0.5,94.62972529353793,test,iris,shuffle
145,0.5,94.23590213582519,train,iris,shuffle
145,0.5,94.64253294868661,test,iris,shuffle
146,0.5,94.24930047338354,train,iris,shuffle
146,0.5,94.65527942137136,test,iris,shuffle
147,0.5,94.26256279826269,train,iris,shuffle
147,0.5,94.6679670413286,test,iris,shuffle
148,0.5,94.27569181170705,train,iris,shuffle
148,0.5,94.68059800141478,test,iris,shuffle
149,0.5,94.28869013604472,train,iris,shuffle
149,0.5,94.69317436429269,test,iris,shuffle
150,0.5,94.30156031765624,train,iris,shuffle
150,0.5,94.70569806883263,test,iris,shuffle
151,0.5,94.31430482979431,train,iris,shuffle
151,0.5,94.71817093623824,test,iris,shuffle
152,0.5,94.3269260752647,train,iris,shuffle
152,0.5,94.73059467590613,test,iris,shuffle
153,0.5,94.33942638897713,train,iris,shuffle
153,0.5,94.74297089102885,test,iris,shuffle
154,0.5,94.35180804037499,train,iris,shuffle
154,0.5,94.75530108394973,test,iris,shuffle
155,0.5,94.36407323575143,train,iris,shuffle
155,0.5,94.76758666127887,test,iris,shuffle
156,0.5,94.37622412045928,train,iris,shuffle
156,0.5,94.77982893877865,test,iris,shuffle
157,0.5,94.38826278102155,train,iris,shuffle
157,0.5,94.79202914602732,test,iris,shuffle
158,0.5,94.40019124714844,train,iris,shuffle
158,0.5,94.80418843086926,test,iris,shuffle
159,0.5,94.41201149366691,train,iris,shuffle
159,0.5,94.81630786365959,test,iris,shuffle
160,0.5,94.4237254423679,train,iris,shuffle
160,0.5,94.8283884413116,test,iris,shuffle
161,0.5,94.43533496377609,train,iris,shuffle
161,0.5,94.84043109115456,test,iris,shuffle
162,0.5,94.44684187884685,train,iris,shuffle
162,0.5,94.85243667460944,test,iris,shuffle
163,0.5,94.45824796059446,train,iris,shuffle
163,0.5,94.86440599069044,test,iris,shuffle
164,0.5,94.4695549356554,train,iris,shuffle
164,0.5,94.87633977933893,test,iris,shuffle
165,0.5,94.48076448579043,train,iris,shuffle
165,0.5,94.88823872459743,test,iris,shuffle
166,0.5,94.49187824932862,train,iris,shuffle
166,0.5,94.90010345763021,test,iris,shuffle
167,0.5,94.50289782255658,train,iris,shuffle
167,0.5,94.91193455959724,test,iris,shuffle
168,0.5,94.51382476105542,train,iris,shuffle
168,0.5,94.92373256438796,test,iris,shuffle
169,0.5,94.5246605809884,train,iris,shuffle
169,0.5,94.93549796122122,test,iris,shuffle
170,0.5,94.53540676034149,train,iris,shuffle
170,0.5,94.94723119711728,test,iris,shuffle
171,0.5,94.54606474011918,train,iris,shuffle
171,0.5,94.95893267924788,test,iris,shuffle
172,0.5,94.55663592549767,train,iris,shuffle
172,0.5,94.97060277717014,test,iris,shuffle
173,0.5,94.56712168693737,train,iris,shuffle
173,0.5,94.98224182494934,test,iris,shuffle
174,0.5,94.57752336125655,train,iris,shuffle
174,0.5,94.99385012317639,test,iris,shuffle
175,0.5,94.58784225266781,train,iris,shuffle
175,0.5,95.00542794088472,test,iris,shuffle
176,0.5,94.59807963377907,train,iris,shuffle
176,0.5,95.01697551737136,test,iris,shuffle
177,0.5,94.60823674656046,train,iris,shuffle
177,0.5,95.02849306392737,test,iris,shuffle
178,0.5,94.6183148032786,train,iris,shuffle
178,0.5,95.03998076548152,test,iris,shuffle
179,0.5,94.62831498739945,train,iris,shuffle
179,0.5,95.0514387821619,test,iris,shuffle
180,0.5,94.63823845446119,train,iris,shuffle
180,0.5,95.06286725077943,test,iris,shuffle
181,0.5,94.64808633291807,train,iris,shuffle
181,0.5,95.07426628623742,test,iris,shuffle
182,0.5,94.65785972495647,train,iris,shuffle
182,0.5,95.08563598287046,test,iris,shuffle
183,0.5,94.66755970728403,train,iris,shuffle
183,0.5,95.09697641571678,test,iris,shuffle
184,0.5,94.67718733189317,train,iris,shuffle
184,0.5,95.10828764172724,test,iris,shuffle
185,0.5,94.68674362679954,train,iris,shuffle
185,0.5,95.11956970091411,test,iris,shuffle
186,0.5,94.69622959675648,train,iris,shuffle
186,0.5,95.13082261744302,test,iris,shuffle
187,0.5,94.70564622394636,train,iris,shuffle
187,0.5,95.14204640067084,test,iris,shuffle
188,0.5,94.71499446864948,train,iris,shuffle
188,0.5,95.1532410461324,test,iris,shuffle
189,0.5,94.72427526989135,train,iris,shuffle
189,0.5,95.16440653647852,test,iris,shuffle
190,0.5,94.73348954606911,train,iris,shuffle
190,0.5,95.17554284236837,test,iris,shuffle
191,0.5,94.74263819555762,train,iris,shuffle
191,0.5,95.18664992331782,test,iris,shuffle
192,0.5,94.75172209729618,train,iris,shuffle
192,0.5,95.19772772850683,test,iris,shuffle
193,0.5,94.76074211135622,train,iris,shuffle
193,0.5,95.20877619754742,test,iris,shuffle
194,0.5,94.76969907949064,train,iris,shuffle
194,0.5,95.21979526121476,test,iris,shuffle
195,0.5,94.77859382566551,train,iris,shuffle
195,0.5,95.23078484214273,test,iris,shuffle
196,0.5,94.78742715657465,train,iris,shuffle
196,0.5,95.24174485548643,test,iris,shuffle
197,0.5,94.79619986213746,train,iris,shuffle
197,0.5,95.25267520955289,test,iris,shuffle
198,0.5,94.80491271598068,train,iris,shuffle
198,0.5,95.26357580640166,test,iris,shuffle
199,0.5,94.81356647590466,train,iris,shuffle
199,0.5,95.27444654241707,test,iris,shuffle
200,0.5,94.82216188433443,train,iris,shuffle
200,0.5,95.28528730885324,test,iris,shuffle
201,0.5,94.83069966875608,train,iris,shuffle
201,0.5,95.29609799235357,test,iris,shuffle
202,0.5,94.83918054213905,train,iris,shuffle
202,0.5,95.30687847544563,test,iris,shuffle
203,0.5,94.84760520334457,train,iris,shuffle
203,0.5,95.3176286370129,test,iris,shuffle
204,0.5,94.8559743375209,train,iris,shuffle
204,0.5,95.32834835274438,test,iris,shuffle
205,0.5,94.86428861648548,train,iris,shuffle
205,0.5,95.33903749556323,test,iris,shuffle
206,0.5,94.87254869909465,train,iris,shuffle
206,0.5,95.34969593603525,test,iris,shuffle
207,0.5,94.88075523160127,train,iris,shuffle
207,0.5,95.36032354275835,test,iris,shuffle
208,0.5,94.88890884800054,train,iris,shuffle
208,0.5,95.37092018273373,test,iris,shuffle
209,0.5,94.89701017036435,train,iris,shuffle
209,0.5,95.3814857217197,test,iris,shuffle
210,0.5,94.90505980916471,train,iris,shuffle
210,0.5,95.39202002456896,test,iris,shuffle
211,0.5,94.91305836358647,train,iris,shuffle
211,0.5,95.40252295554971,test,iris,shuffle
212,0.5,94.9210064218295,train,iris,shuffle
212,0.5,95.41299437865187,test,iris,shuffle
213,0.5,94.92890456140107,train,iris,shuffle
213,0.5,95.4234341578785,test,iris,shuffle
214,0.5,94.93675334939837,train,iris,shuffle
214,0.5,95.43384215752339,test,iris,shuffle
215,0.5,94.94455334278165,train,iris,shuffle
215,0.5,95.44421824243507,test,iris,shuffle
216,0.5,94.95230508863813,train,iris,shuffle
216,0.5,95.45456227826818,test,iris,shuffle
217,0.5,94.96000912443738,train,iris,shuffle
217,0.5,95.4648741317222,test,iris,shuffle
218,0.5,94.96766597827772,train,iris,shuffle
218,0.5,95.47515367076844,test,iris,shuffle
219,0.5,94.97527616912478,train,iris,shuffle
219,0.5,95.48540076486555,test,iris,shuffle
220,0.5,94.98284020704183,train,iris,shuffle
220,0.5,95.49561528516384,test,iris,shuffle
221,0.5,94.99035859341234,train,iris,shuffle
221,0.5,95.50579710469911,test,iris,shuffle
222,0.5,94.9978318211552,train,iris,shuffle
222,0.5,95.51594609857604,test,iris,shuffle
223,0.5,95.00526037493265,train,iris,shuffle
223,0.5,95.52606214414175,test,iris,shuffle
224,0.5,95.01264473135117,train,iris,shuffle
224,0.5,95.53614512114957,test,iris,shuffle
225,0.5,95.01998535915571,train,iris,shuffle
225,0.5,95.54619491191377,test,iris,shuffle
226,0.5,95.02728271941729,train,iris,shuffle
226,0.5,95.55621140145502,test,iris,shuffle
227,0.5,95.03453726571433,train,iris,shuffle
227,0.5,95.56619447763724,test,iris,shuffle
228,0.5,95.04174944430802,train,iris,shuffle
228,0.5,95.57614403129607,test,iris,shuffle
229,0.5,95.0489196943116,train,iris,shuffle
229,0.5,95.58605995635897,test,iris,shuffle
230,0.5,95.05604844785412,train,iris,shuffle
230,0.5,95.59594214995755,test,iris,shuffle
231,0.5,95.0631361302387,train,iris,shuffle
231,0.5,95.60579051253207,test,iris,shuffle
232,0.5,95.07018316009554,train,iris,shuffle
232,0.5,95.61560494792843,test,iris,shuffle
233,0.5,95.07718994952975,train,iris,shuffle
233,0.5,95.62538536348802,test,iris,shuffle
234,0.5,95.08415690426447,train,iris,shuffle
234,0.5,95.63513167013042,test,iris,shuffle
235,0.5,95.0910844237791,train,iris,shuffle
235,0.5,95.64484378242926,test,iris,shuffle
236,0.5,95.09797290144301,train,iris,shuffle
236,0.5,95.65452161868144,test,iris,shuffle
237,0.5,95.10482272464506,train,iris,shuffle
237,0.5,95.66416510096991,test,iris,shuffle
238,0.5,95.11163427491866,train,iris,shuffle
238,0.5,95.67377415522014,test,iris,shuffle
239,0.5,95.11840792806291,train,iris,shuffle
239,0.5,95.68334871125056,test,iris,shuffle
240,0.5,95.1251440542599,train,iris,shuffle
240,0.5,95.69288870281699,test,iris,shuffle
241,0.5,95.13184301818815,train,iris,shuffle
241,0.5,95.70239406765155,test,iris,shuffle
242,0.5,95.13850517913262,train,iris,shuffle
242,0.5,95.71186474749571,test,iris,shuffle
243,0.5,95.145130891091,train,iris,shuffle
243,0.5,95.72130068812828,test,iris,shuffle
244,0.5,95.151720502877,train,iris,shuffle
244,0.5,95.73070183938796,test,iris,shuffle
245,0.5,95.15827435822028,train,iris,shuffle
245,0.5,95.7400681551909,test,iris,shuffle
246,0.5,95.16479279586332,train,iris,shuffle
246,0.5,95.7493995935434,test,iris,shuffle
247,0.5,95.17127614965544,train,iris,shuffle
247,0.5,95.75869611654994,test,iris,shuffle
248,0.5,95.17772474864397,train,iris,shuffle
248,0.5,95.76795769041645,test,iris,shuffle
249,0.5,95.18413891716277,train,iris,shuffle
249,0.5,95.77718428544938,test,iris,shuffle
250,0.5,95.19051897491806,train,iris,shuffle
250,0.5,95.78637587605046,test,iris,shuffle
251,0.5,95.19686523707202,train,iris,shuffle
251,0.5,95.79553244070723,test,iris,shuffle
252,0.5,95.2031780143237,train,iris,shuffle
252,0.5,95.80465396197991,test,iris,shuffle
253,0.5,95.20945761298795,train,iris,shuffle
253,0.5,95.81374042648413,test,iris,shuffle
254,0.5,95.21570433507203,train,iris,shuffle
254,0.5,95.82279182487031,test,iris,shuffle
255,0.5,95.2219184783503,train,iris,shuffle
255,0.5,95.83180815179936,test,iris,shuffle
256,0.5,95.22810033643663,train,iris,shuffle
256,0.5,95.84078940591525,test,iris,shuffle
257,0.5,95.2342501988553,train,iris,shuffle
257,0.5,95.84973558981399,test,iris,shuffle
258,0.5,95.24036835110982,train,iris,shuffle
258,0.5,95.85864671001005,test,iris,shuffle
259,0.5,95.24645507475012,train,iris,shuffle
259,0.5,95.86752277689946,test,iris,shuffle
260,0.5,95.25251064743804,train,iris,shuffle
260,0.5,95.87636380472037,test,iris,shuffle
261,0.5,95.25853534301135,train,iris,shuffle
261,0.5,95.88516981151083,test,iris,shuffle
262,0.5,95.26452943154602,train,iris,shuffle
262,0.5,95.89394081906424,test,iris,shuffle
263,0.5,95.27049317941749,train,iris,shuffle
263,0.5,95.90267685288225,test,iris,shuffle
264,0.5,95.2764268493599,train,iris,shuffle
264,0.5,95.91137794212557,test,iris,shuffle
265,0.5,95.28233070052474,train,iris,shuffle
265,0.5,95.9200441195626,test,iris,shuffle
266,0.5,95.28820498853767,train,iris,shuffle
266,0.5,95.92867542151615,test,iris,shuffle
267,0.5,95.29404996555442,train,iris,shuffle
267,0.5,95.93727188780828,test,iris,shuffle
268,0.5,95.29986588031548,train,iris,shuffle
268,0.5,95.94583356170345,test,iris,shuffle
269,0.5,95.30565297819967,train,iris,shuffle
269,0.5,95.95436048985,test,iris,shuffle
270,0.5,95.31141150127668,train,iris,shuffle
270,0.5,95.96285272222033,test,iris,shuffle
271,0.5,95.3171416883586,train,iris,shuffle
271,0.5,95.97131031204941,test,iris,shuffle
272,0.5,95.32284377505046,train,iris,shuffle
272,0.5,95.97973331577244,test,iris,shuffle
273,0.5,95.32851799379998,train,iris,shuffle
273,0.5,95.9881217929611,test,iris,shuffle
274,0.5,95.33416457394615,train,iris,shuffle
274,0.5,95.99647580625877,test,iris,shuffle
275,0.5,95.33978374176736,train,iris,shuffle
275,0.5,96.00479542131508,test,iris,shuffle
276,0.5,95.34537572052834,train,iris,shuffle
276,0.5,96.01308070671935,test,iris,shuffle
277,0.5,95.35094073052656,train,iris,shuffle
277,0.5,96.0213317339335,test,iris,shuffle
278,0.5,95.35647898913778,train,iris,shuffle
278,0.5,96.02954857722432,test,iris,shuffle
279,0.5,95.361990710861,train,iris,shuffle
279,0.5,96.03773131359523,test,iris,shuffle
280,0.5,95.36747610736244,train,iris,shuffle
280,0.5,96.0458800227175,test,iris,shuffle
281,0.5,95.37293538751922,train,iris,shuffle
281,0.5,96.05399478686131,test,iris,shuffle
282,0.5,95.37836875746214,train,iris,shuffle
282,0.5,96.06207569082645,test,iris,shuffle
283,0.5,95.38377642061785,train,iris,shuffle
283,0.5,96.07012282187283,test,iris,shuffle
284,0.5,95.38915857775058,train,iris,shuffle
284,0.5,96.07813626965105,test,iris,shuffle
285,0.5,95.3945154270031,train,iris,shuffle
285,0.5,96.08611612613282,test,iris,shuffle
286,0.5,95.39984716393727,train,iris,shuffle
286,0.5,96.0940624855415,test,iris,shuffle
287,0.5,95.40515398157387,train,iris,shuffle
287,0.5,96.1019754442827,test,iris,shuffle
288,0.5,95.4104360704321,train,iris,shuffle
288,0.5,96.10985510087534,test,iris,shuffle
289,0.5,95.41569361856835,train,iris,shuffle
289,0.5,96.11770155588259,test,iris,shuffle
290,0.5,95.42092681161463,train,iris,shuffle
290,0.5,96.12551491184357,test,iris,shuffle
291,0.5,95.42613583281643,train,iris,shuffle
291,0.5,96.13329527320506,test,iris,shuffle
292,0.5,95.43132086307007,train,iris,shuffle
292,0.5,96.14104274625399,test,iris,shuffle
293,0.5,95.43648208095962,train,iris,shuffle
293,0.5,96.14875743905014,test,iris,shuffle
294,0.5,95.44161966279337,train,iris,shuffle
294,0.5,96.1564394613597,test,iris,shuffle
295,0.5,95.4467337826398,train,iris,shuffle
295,0.5,96.16408892458915,test,iris,shuffle
296,0.5,95.45182461236301,train,iris,shuffle
296,0.5,96.17170594172002,test,iris,shuffle
297,0.5,95.45689232165803,train,iris,shuffle
297,0.5,96.17929062724423,test,iris,shuffle
298,0.5,95.46193707808524,train,iris,shuffle
298,0.5,96.18684309710015,test,iris,shuffle
299,0.5,95.46695904710471,train,iris,shuffle
299,0.5,96.19436346860955,test,iris,shuffle
300,0.5,95.47195839210998,train,iris,shuffle
300,0.5,96.20185186041526,test,iris,shuffle
301,0.5,95.4769352744614,train,iris,shuffle
301,0.5,96.20930839241963,test,iris,shuffle
302,0.5,95.48188985351909,train,iris,shuffle
302,0.5,96.21673318572411,test,iris,shuffle
303,0.5,95.4868222866755,train,iris,shuffle
303,0.5,96.22412636256938,test,iris,shuffle
304,0.5,95.49173272938751,train,iris,shuffle
304,0.5,96.23148804627674,test,iris,shuffle
305,0.5,95.49662133520808,train,iris,shuffle
305,0.5,96.23881836119018,test,iris,shuffle
306,0.5,95.50148825581766,train,iris,shuffle
306,0.5,96.2461174326197,test,iris,shuffle
307,0.5,95.50633364105506,train,iris,shuffle
307,0.5,96.25338538678531,test,iris,shuffle
308,0.5,95.5111576389479,train,iris,shuffle
308,0.5,96.26062235076236,test,iris,shuffle
309,0.5,95.51596039574278,train,iris,shuffle
309,0.5,96.2678284524277,test,iris,shuffle
310,0.5,95.5207420559349,train,iris,shuffle
310,0.5,96.2750038204069,test,iris,shuffle
311,0.5,95.5255027622974,train,iris,shuffle
311,0.5,96.28214858402262,test,iris,shuffle
312,0.5,95.5302426559103,train,iris,shuffle
312,0.5,96.28926287324397,test,iris,shuffle
313,0.5,95.53496187618892,train,iris,shuffle
313,0.5,96.29634681863692,test,iris,shuffle
314,0.5,95.53966056091207,train,iris,shuffle
314,0.5,96.30340055131592,test,iris,shuffle
315,0.5,95.54433884624972,train,iris,shuffle
315,0.5,96.31042420289644,test,iris,shuffle
316,0.5,95.54899686679038,train,iris,shuffle
316,0.5,96.31741790544869,test,iris,shuffle
317,0.5,95.55363475556796,train,iris,shuffle
317,0.5,96.32438179145254,test,iris,shuffle
318,0.5,95.55825264408838,train,iris,shuffle
318,0.5,96.33131599375328,test,iris,shuffle
319,0.5,95.56285066235574,train,iris,shuffle
319,0.5,96.33822064551863,test,iris,shuffle
320,0.5,95.56742893889799,train,iris,shuffle
320,0.5,96.34509588019695,test,iris,shuffle
321,0.5,95.57198760079241,train,iris,shuffle
321,0.5,96.35194183147632,test,iris,shuffle
322,0.5,95.57652677369053,train,iris,shuffle
322,0.5,96.3587586332448,test,iris,shuffle
323,0.5,95.5810465818428,train,iris,shuffle
323,0.5,96.36554641955186,test,iris,shuffle
324,0.5,95.58554714812277,train,iris,shuffle
324,0.5,96.37230532457075,test,iris,shuffle
325,0.5,95.59002859405096,train,iris,shuffle
325,0.5,96.37903548256199,test,iris,shuffle
326,0.5,95.59449103981828,train,iris,shuffle
326,0.5,96.385737027838,test,iris,shuffle
327,0.5,95.59893460430914,train,iris,shuffle
327,0.5,96.39241009472866,test,iris,shuffle
328,0.5,95.60335940512417,train,iris,shuffle
328,0.5,96.39905481754796,test,iris,shuffle
329,0.5,95.60776555860248,train,iris,shuffle
329,0.5,96.40567133056176,test,iris,shuffle
330,0.5,95.61215317984366,train,iris,shuffle
330,0.5,96.41225976795644,test,iris,shuffle
331,0.5,95.61652238272936,train,iris,shuffle
331,0.5,96.41882026380871,test,iris,shuffle
332,0.5,95.62087327994448,train,iris,shuffle
332,0.5,96.42535295205626,test,iris,shuffle
333,0.5,95.62520598299795,train,iris,shuffle
333,0.5,96.43185796646958,test,iris,shuffle
334,0.5,95.62952060224335,train,iris,shuffle
334,0.5,96.43833544062458,test,iris,shuffle
335,0.5,95.63381724689883,train,iris,shuffle
335,0.5,96.44478550787629,test,iris,shuffle
336,0.5,95.63809602506701,train,iris,shuffle
336,0.5,96.45120830133347,test,iris,shuffle
337,0.5,95.64235704375426,train,iris,shuffle
337,0.5,96.45760395383417,test,iris,shuffle
338,0.5,95.64660040888978,train,iris,shuffle
338,0.5,96.4639725979221,test,iris,shuffle
339,0.5,95.6508262253443,train,iris,shuffle
339,0.5,96.47031436582417,test,iris,shuffle
340,0.5,95.65503459694831,train,iris,shuffle
340,0.5,96.4766293894286,test,iris,shuffle
341,0.5,95.65922562651014,train,iris,shuffle
341,0.5,96.48291780026409,test,iris,shuffle
342,0.5,95.66339941583354,train,iris,shuffle
342,0.5,96.48917972947987,test,iris,shuffle
343,0.5,95.66755606573497,train,iris,shuffle
343,0.5,96.49541530782643,test,iris,shuffle
344,0.5,95.6716956760606,train,iris,shuffle
344,0.5,96.50162466563725,test,iris,shuffle
345,0.5,95.67581834570285,train,iris,shuffle
345,0.5,96.5078079328112,test,iris,shuffle
346,0.5,95.6799241726168,train,iris,shuffle
346,0.5,96.51396523879589,test,iris,shuffle
347,0.5,95.68401325383599,train,iris,shuffle
347,0.5,96.52009671257156,test,iris,shuffle
348,0.5,95.68808568548826,train,iris,shuffle
348,0.5,96.52620248263605,test,iris,shuffle
349,0.5,95.69214156281089,train,iris,shuffle
349,0.5,96.53228267699019,test,iris,shuffle
350,0.5,95.6961809801657,train,iris,shuffle
350,0.5,96.5383374231241,test,iris,shuffle
351,0.5,95.70020403105379,train,iris,shuffle
351,0.5,96.54436684800419,test,iris,shuffle
352,0.5,95.70421080812976,train,iris,shuffle
352,0.5,96.55037107806078,test,iris,shuffle
353,0.5,95.708201403216,train,iris,shuffle
353,0.5,96.55635023917645,test,iris,shuffle
354,0.5,95.71217590731634,train,iris,shuffle
354,0.5,96.56230445667511,test,iris,shuffle
355,0.5,95.71613441062958,train,iris,shuffle
355,0.5,96.5682338553115,test,iris,shuffle
356,0.5,95.72007700256273,train,iris,shuffle
356,0.5,96.57413855926157,test,iris,shuffle
357,0.5,95.72400377174388,train,iris,shuffle
357,0.5,96.58001869211331,test,iris,shuffle
358,0.5,95.72791480603485,train,iris,shuffle
358,0.5,96.58587437685824,test,iris,shuffle
359,0.5,95.7318101925435,train,iris,shuffle
359,0.5,96.59170573588341,test,iris,shuffle
360,0.5,95.73569001763599,train,iris,shuffle
360,0.5,96.59751289096414,test,iris,shuffle
361,0.5,95.73955436694835,train,iris,shuffle
361,0.5,96.60329596325703,test,iris,shuffle
362,0.5,95.74340332539825,train,iris,shuffle
362,0.5,96.60905507329372,test,iris,shuffle
363,0.5,95.74723697719612,train,iris,shuffle
363,0.5,96.6147903409751,test,iris,shuffle
364,0.5,95.75105540585638,train,iris,shuffle
364,0.5,96.620501885566,test,iris,shuffle
365,0.5,95.75485869420804,train,iris,shuffle
365,0.5,96.6261898256904,test,iris,shuffle
366,0.5,95.75864692440543,train,iris,shuffle
366,0.5,96.63185427932704,test,iris,shuffle
367,0.5,95.76242017793828,train,iris,shuffle
367,0.5,96.6374953638056,test,iris,shuffle
368,0.5,95.76617853564206,train,iris,shuffle
368,0.5,96.64311319580322,test,iris,shuffle
